"Sample" "Family.ID" "Population" "Population.Description" "Gender" "Relationship" "superpop"
"886" "HG01847" "VN014" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"887" "HG01848" "VN015" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"888" "HG01849" "VN016" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"889" "HG01850" "VN017" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"890" "HG01851" "VN018" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"891" "HG01852" "VN019" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"892" "HG01853" "VN020" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"893" "HG01855" "VN022" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"894" "HG01857" "VN024" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"895" "HG01858" "VN025" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"896" "HG01859" "VN026" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"897" "HG01860" "VN027" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"898" "HG01861" "VN028" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"899" "HG01862" "VN029" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"900" "HG01863" "VN030" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"901" "HG01864" "VN031" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"902" "HG01865" "VN032" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"903" "HG01866" "VN033" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"904" "HG01867" "VN034" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"905" "HG01868" "VN035" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"906" "HG01869" "VN036" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"907" "HG01870" "VN037" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"908" "HG01871" "VN038" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"909" "HG01872" "VN039" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"910" "HG01873" "VN040" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"911" "HG01874" "VN041" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"912" "HG01878" "VN045" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"913" "HG01879" "BB01" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"914" "HG01880" "BB01" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"915" "HG01881" "BB01" "ACB" "African Caribbean in Barbados" "female" "child" "AFR"
"916" "HG01882" "BB02" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"917" "HG01883" "BB02" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"918" "HG01884" "BB03" "ACB" "African Caribbean in Barbados" "female" "child" "AFR"
"919" "HG01885" "BB03" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"920" "HG01886" "BB04" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"921" "HG01887" "BB04" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"922" "HG01888" "BB02" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"923" "HG01889" "BB05" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"924" "HG01890" "BB05" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"925" "HG01891" "BB05" "ACB" "African Caribbean in Barbados" "female" "child" "AFR"
"926" "HG01892" "PEL007" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"927" "HG01893" "PEL007" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"928" "HG01894" "BB06" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"929" "HG01895" "BB06" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"930" "HG01896" "BB07" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"931" "HG01897" "BB07" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"932" "HG01898" "PEL007" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"933" "HG01912" "BB06" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"934" "HG01914" "BB09" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"935" "HG01915" "BB09" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"936" "HG01916" "BB09" "ACB" "African Caribbean in Barbados" "female" "child" "AFR"
"937" "HG01917" "PEL006" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"938" "HG01918" "PEL006" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"939" "HG01919" "PEL006" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"940" "HG01920" "PEL009" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"941" "HG01921" "PEL009" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"942" "HG01922" "PEL009" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"943" "HG01923" "PEL010" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"944" "HG01924" "PEL010" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"945" "HG01925" "PEL010" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"946" "HG01926" "PEL011" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"947" "HG01927" "PEL011" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"948" "HG01928" "PEL011" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"949" "HG01932" "PEL013" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"950" "HG01933" "PEL013" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"951" "HG01934" "PEL013" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"952" "HG01935" "PEL014" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"953" "HG01936" "PEL014" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"954" "HG01937" "PEL014" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"955" "HG01938" "PEL015" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"956" "HG01939" "PEL015" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"957" "HG01940" "PEL015" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"958" "HG01941" "PEL016" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"959" "HG01942" "PEL016" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"960" "HG01943" "PEL016" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"961" "HG01944" "PEL017" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"962" "HG01945" "PEL017" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"963" "HG01946" "PEL017" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"964" "HG01947" "PEL018" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"965" "HG01948" "PEL018" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"966" "HG01949" "PEL018" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"967" "HG01950" "PEL019" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"968" "HG01951" "PEL019" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"969" "HG01952" "PEL019" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"970" "HG01953" "PEL020" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"971" "HG01954" "PEL020" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"972" "HG01955" "PEL020" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"973" "HG01956" "BB03" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"974" "HG01958" "BB10" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"975" "HG01959" "BB10" "ACB" "African Caribbean in Barbados" "female" "child" "AFR"
"976" "HG01960" "BB11" "ACB" "African Caribbean in Barbados" "female" "child" "AFR"
"977" "HG01961" "PEL21" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"978" "HG01965" "PEL22" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"979" "HG01967" "PEL023" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"980" "HG01968" "PEL023" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"981" "HG01969" "PEL023" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"982" "HG01970" "PEL024" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"983" "HG01971" "PEL024" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"984" "HG01972" "PEL024" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"985" "HG01973" "PEL25" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"986" "HG01974" "PEL25" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"987" "HG01975" "PEL25" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"988" "HG01976" "PEL26" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"989" "HG01977" "PEL26" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"990" "HG01978" "PEL26" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"991" "HG01979" "PEL27" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"992" "HG01980" "PEL27" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"993" "HG01981" "PEL27" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"994" "HG01982" "PEL28" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"995" "HG01983" "PEL28" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"996" "HG01984" "PEL28" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"997" "HG01985" "BB08" "ACB" "African Caribbean in Barbados" "female" "" "AFR"
"998" "HG01986" "BB10" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"999" "HG01987" "BB12" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"1000" "HG01988" "BB11" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"1001" "HG01989" "BB11" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"1002" "HG01990" "BB12" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"1003" "HG01991" "PEL29" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"1004" "HG01992" "PEL29" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"1005" "HG01993" "PEL29" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"1006" "HG01995" "PEL30" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"1007" "HG01997" "PEL31" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"1008" "HG01998" "PEL31" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"1009" "HG02002" "PEL33" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"1010" "HG02003" "PEL33" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"1011" "HG02004" "PEL33" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"1012" "HG02006" "PEL34" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"1013" "HG02008" "PEL31" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"1014" "HG02009" "BB13" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"1015" "HG02010" "BB13" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"1016" "HG02011" "BB13" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"1017" "HG02012" "BB12" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"1018" "HG02013" "BB07" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"1019" "HG02014" "BB04" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"1020" "HG02015" "VN046" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1021" "HG02016" "VN046" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1022" "HG02017" "VN046" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1023" "HG02018" "VN047" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "child" "EAS"
"1024" "HG02019" "VN047" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1025" "HG02020" "VN047" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1026" "HG02021" "VN048" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1027" "HG02023" "VN048" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1028" "HG02024" "VN049" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "child" "EAS"
"1029" "HG02025" "VN049" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1030" "HG02026" "VN049" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1031" "HG02027" "VN050" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1032" "HG02028" "VN050" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1033" "HG02029" "VN050" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1034" "HG02030" "VN051" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1035" "HG02031" "VN051" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1036" "HG02032" "VN051" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1037" "HG02035" "VN052" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1038" "HG02040" "VN054" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1039" "HG02046" "VN056" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1040" "HG02047" "VN056" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1041" "HG02048" "VN057" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1042" "HG02049" "VN058" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1043" "HG02050" "VN059" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1044" "HG02051" "BB14" "ACB" "African Caribbean in Barbados" "male" "" "AFR"
"1045" "HG02052" "BB14" "ACB" "African Caribbean in Barbados" "female" "" "AFR"
"1046" "HG02053" "BB15" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"1047" "HG02054" "BB15" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"1048" "HG02055" "BB15" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"1049" "HG02056" "VN060" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1050" "HG02057" "VN060" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1051" "HG02058" "VN060" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1052" "HG02059" "VN061" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "child" "EAS"
"1053" "HG02060" "VN061" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1054" "HG02061" "VN061" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1055" "HG02064" "VN062" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1056" "HG02067" "VN063" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1057" "HG02068" "VN064" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "child" "EAS"
"1058" "HG02069" "VN064" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1059" "HG02070" "VN064" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1060" "HG02071" "VN065" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1061" "HG02072" "VN065" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1062" "HG02073" "VN065" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1063" "HG02074" "VN066" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1064" "HG02075" "VN066" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1065" "HG02076" "VN066" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1066" "HG02077" "VN067" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1067" "HG02078" "VN067" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1068" "HG02079" "VN067" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1069" "HG02080" "VN068" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "child" "EAS"
"1070" "HG02081" "VN068" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1071" "HG02082" "VN068" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1072" "HG02083" "VN069" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1073" "HG02084" "VN069" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1074" "HG02085" "VN069" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1075" "HG02086" "VN070" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1076" "HG02087" "VN071" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1077" "HG02088" "VN072" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1078" "HG02089" "PEL35" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"1079" "HG02090" "PEL35" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"1080" "HG02091" "PEL35" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"1081" "HG02095" "BB16" "ACB" "African Caribbean in Barbados" "female" "" "AFR"
"1082" "HG02102" "PEL37" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"1083" "HG02104" "PEL38" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"1084" "HG02105" "PEL38" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"1085" "HG02106" "PEL38" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"1086" "HG02107" "BB18" "ACB" "African Caribbean in Barbados" "male" "" "AFR"
"1087" "HG02108" "BB18" "ACB" "African Caribbean in Barbados" "female" "" "AFR"
"1088" "HG02111" "BB19" "ACB" "African Caribbean in Barbados" "female" "" "AFR"
"1089" "HG02113" "VN073" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1090" "HG02116" "VN074" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1091" "HG02120" "VN076" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1092" "HG02121" "VN076" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1093" "HG02122" "VN076" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1094" "HG02126" "VN078" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "child" "EAS"
"1095" "HG02127" "VN078" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1096" "HG02128" "VN078" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1097" "HG02129" "VN079" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1098" "HG02130" "VN079" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1099" "HG02131" "VN079" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1100" "HG02132" "VN080" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1101" "HG02133" "VN080" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1102" "HG02134" "VN080" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1103" "HG02135" "VN081" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "child" "EAS"
"1104" "HG02136" "VN081" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "mother" "EAS"
"1105" "HG02137" "VN081" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "father" "EAS"
"1106" "HG02138" "VN082" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1107" "HG02139" "VN083" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1108" "HG02140" "VN084" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1109" "HG02141" "VN085" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "male" "" "EAS"
"1110" "HG02142" "VN086" "KHV" "Kinh in Ho Chi Minh City, Vietnam" "female" "" "EAS"
"1111" "HG02143" "BB20" "ACB" "African Caribbean in Barbados" "male" "father" "AFR"
"1112" "HG02144" "BB20" "ACB" "African Caribbean in Barbados" "female" "mother" "AFR"
"1113" "HG02145" "BB20" "ACB" "African Caribbean in Barbados" "male" "child" "AFR"
"1114" "HG02146" "PEL39" "PEL" "Peruvian in Lima, Peru" "male" "father" "AMR"
"1115" "HG02147" "PEL39" "PEL" "Peruvian in Lima, Peru" "female" "mother" "AMR"
"1116" "HG02148" "PEL39" "PEL" "Peruvian in Lima, Peru" "female" "child" "AMR"
"1117" "HG02150" "PEL40" "PEL" "Peruvian in Lima, Peru" "male" "child" "AMR"
"1118" "HG02151" "HG02151" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"1119" "HG02152" "HG02152" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"1120" "HG02153" "HG02153" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"1121" "HG02154" "HG02154" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
"1122" "HG02155" "HG02155" "CDX" "Chinese Dai in Xishuangbanna, China" "female" "" "EAS"
